file,row,key,column,status,note
outlets.csv,29,OA0028,Phone,coerced,
outlets.csv,29,OA0028,Onboarded,coerced,'08/06/2024' parsed as %d/%m/%Y
outlets.csv,30,OA0029,Phone,coerced,'917295768288' -> stripped +91 prefix
outlets.csv,30,OA0029,Onboarded,coerced,'06/06/2024' parsed as %d/%m/%Y
outlets.csv,30,OA0029,Latitude,blank,Latitude not recorded
outlets.csv,30,OA0029,Longitude,blank,Longitude not recorded
outlets.csv,31,OA0030,Town,coerced,'Cbe' -> Coimbatore
outlets.csv,31,OA0030,Credit Days,coerced,'30 days' -> 30
outlets.csv,31,OA0030,Phone,coerced,'917025754932' -> stripped +91 prefix
outlets.csv,32,OA0031,Credit Days,blank,Credit terms not recorded
outlets.csv,32,OA0031,Phone,coerced,'916996951784' -> stripped +91 prefix
outlets.csv,32,OA0031,Onboarded,coerced,'25/11/2023' parsed as %d/%m/%Y
outlets.csv,33,OA0032,Onboarded,coerced,'19-Dec-19' parsed as %d-%b-%y
outlets.csv,34,OA0033,Onboarded,coerced,'17-Sep-20' parsed as %d-%b-%y
outlets.csv,35,OA0034,Credit Days,coerced,COD -> 0 credit days
outlets.csv,35,OA0034,Onboarded,coerced,'27/04/2022' parsed as %d/%m/%Y
outlets.csv,36,OA0035,Status,coerced,'dormant' -> Dormant
outlets.csv,36,OA0035,Latitude,blank,Latitude not recorded
outlets.csv,36,OA0035,Longitude,blank,Longitude not recorded
outlets.csv,37,OA0036,Town,coerced,'Tiruppur' -> Tirupur
outlets.csv,37,OA0036,Credit Days,coerced,'30 days' -> 30
outlets.csv,38,OA0037,Status,coerced,'active' -> Active
outlets.csv,38,OA0037,Onboarded,coerced,'08/12/2019' parsed as %d/%m/%Y
outlets.csv,39,OA0038,Onboarded,coerced,'27/11/2020' parsed as %d/%m/%Y
outlets.csv,40,OA0039,Phone,coerced,'+91 82410 73552' -> stripped +91 prefix
outlets.csv,40,OA0039,Onboarded,coerced,'21-Apr-21' parsed as %d-%b-%y
outlets.csv,41,OA0040,Status,coerced,'dormant' -> Dormant
outlets.csv,41,OA0040,Onboarded,coerced,'08/04/2025' parsed as %d/%m/%Y
outlets.csv,42,OA0041,Credit Days,coerced,COD -> 0 credit days
outlets.csv,42,OA0041,Onboarded,coerced,'13-Mar-20' parsed as %d-%b-%y
outlets.csv,43,OA0042,Onboarded,coerced,'18/08/2020' parsed as %d/%m/%Y
outlets.csv,44,OA0043,Phone,coerced,'+91 95765 21508' -> stripped +91 prefix
outlets.csv,44,OA0043,Onboarded,coerced,'22/11/2023' parsed as %d/%m/%Y
outlets.csv,44,OA0043,Latitude,blank,Latitude not recorded
outlets.csv,44,OA0043,Longitude,blank,Longitude not recorded
outlets.csv,45,OA0044,Status,blank,Status not recorded
outlets.csv,45,OA0044,Phone,coerced,'+91 96126 88706' -> stripped +91 prefix
outlets.csv,45,OA0044,Onboarded,coerced,'07-May-23' parsed as %d-%b-%y
outlets.csv,46,OA0045,Status,blank,Status not recorded
outlets.csv,46,OA0045,Phone,coerced,
outlets.csv,46,OA0045,Onboarded,coerced,'12/09/2019' parsed as %d/%m/%Y
outlets.csv,47,OA0046,Phone,coerced,
outlets.csv,47,OA0046,Onboarded,coerced,'16/11/2020' parsed as %d/%m/%Y
outlets.csv,47,OA0046,Latitude,blank,Latitude not recorded
outlets.csv,47,OA0046,Longitude,blank,Longitude not recorded
outlets.csv,48,OA0047,Town,coerced,'Tanjore' -> Thanjavur
outlets.csv,48,OA0047,Credit Days,blank,Credit terms not recorded
outlets.csv,48,OA0047,Onboarded,coerced,'03/06/2019' parsed as %d/%m/%Y
outlets.csv,49,OA0048,Onboarded,coerced,'23/06/2020' parsed as %d/%m/%Y
outlets.csv,50,OA0049,Credit Days,coerced,COD -> 0 credit days
outlets.csv,50,OA0049,Onboarded,coerced,'13/10/2019' parsed as %d/%m/%Y
outlets.csv,51,OA0050,Credit Days,coerced,'30 days' -> 30
outlets.csv,51,OA0050,Phone,coerced,'+91 64331 24807' -> stripped +91 prefix
outlets.csv,51,OA0050,Onboarded,coerced,'29/05/2021' parsed as %d/%m/%Y
outlets.csv,51,OA0050,Latitude,blank,Latitude not recorded
outlets.csv,51,OA0050,Longitude,blank,Longitude not recorded
outlets.csv,52,OA0051,Credit Days,coerced,COD -> 0 credit days
outlets.csv,52,OA0051,Phone,coerced,
outlets.csv,52,OA0051,Onboarded,coerced,'26/03/2020' parsed as %d/%m/%Y
outlets.csv,53,OA0052,Status,coerced,'dormant' -> Dormant
outlets.csv,53,OA0052,Credit Days,coerced,'30 days' -> 30
outlets.csv,54,OA0053,Status,coerced,'ACTIVE' -> Active
outlets.csv,54,OA0053,Credit Days,coerced,COD -> 0 credit days
outlets.csv,54,OA0053,Onboarded,coerced,'01/02/2024' parsed as %d/%m/%Y
outlets.csv,54,OA0053,Latitude,blank,Latitude not recorded
outlets.csv,54,OA0053,Longitude,blank,Longitude not recorded
outlets.csv,55,OA0054,Phone,coerced,'+91 93479 47338' -> stripped +91 prefix
outlets.csv,55,OA0054,Onboarded,coerced,'23/01/2023' parsed as %d/%m/%Y
outlets.csv,56,OA0055,Status,coerced,'dormant' -> Dormant
outlets.csv,56,OA0055,Onboarded,coerced,'10-Jan-21' parsed as %d-%b-%y
outlets.csv,57,OA0056,Onboarded,coerced,'02/03/2021' parsed as %d/%m/%Y
outlets.csv,58,OA0057,Onboarded,coerced,'01/11/2023' parsed as %d/%m/%Y
outlets.csv,59,OA0058,Status,coerced,'ACTIVE' -> Active
outlets.csv,59,OA0058,Credit Days,coerced,'30 days' -> 30
outlets.csv,59,OA0058,Onboarded,coerced,'12-Feb-21' parsed as %d-%b-%y
outlets.csv,61,OA0060,Credit Days,coerced,'30 days' -> 30
outlets.csv,61,OA0060,Onboarded,coerced,'11-May-24' parsed as %d-%b-%y
outlets.csv,63,OA0062,Onboarded,coerced,'03/05/2021' parsed as %d/%m/%Y
outlets.csv,65,OA0064,Onboarded,coerced,'28/10/2023' parsed as %d/%m/%Y
outlets.csv,66,OA0065,Onboarded,coerced,'11/02/2025' parsed as %d/%m/%Y
outlets.csv,67,OA0066,Phone,coerced,'+91 60925 85006' -> stripped +91 prefix
outlets.csv,67,OA0066,Latitude,blank,Latitude not recorded
outlets.csv,67,OA0066,Longitude,blank,Longitude not recorded
outlets.csv,68,OA0067,Phone,blank,No phone on file
outlets.csv,68,OA0067,Onboarded,coerced,'23-Sep-22' parsed as %d-%b-%y
outlets.csv,69,OA0068,Onboarded,coerced,'05/10/2022' parsed as %d/%m/%Y
outlets.csv,69,OA0068,Latitude,blank,Latitude not recorded
outlets.csv,69,OA0068,Longitude,blank,Longitude not recorded
outlets.csv,70,OA0069,Onboarded,coerced,'14/01/2022' parsed as %d/%m/%Y
outlets.csv,71,OA0070,Town,coerced,'Tanjore' -> Thanjavur
outlets.csv,71,OA0070,Phone,coerced,'+91 67931 54010' -> stripped +91 prefix
outlets.csv,71,OA0070,Onboarded,coerced,'29-Apr-22' parsed as %d-%b-%y
outlets.csv,72,OA0071,Onboarded,coerced,'01/09/2020' parsed as %d/%m/%Y
outlets.csv,73,OA0072,Credit Days,coerced,COD -> 0 credit days
outlets.csv,73,OA0072,Phone,coerced,'+91 84136 91685' -> stripped +91 prefix
outlets.csv,73,OA0072,Onboarded,coerced,'23-Sep-21' parsed as %d-%b-%y
outlets.csv,74,OA0073,Credit Days,coerced,COD -> 0 credit days
outlets.csv,74,OA0073,Phone,blank,No phone on file
outlets.csv,74,OA0073,Onboarded,coerced,'01/10/2023' parsed as %d/%m/%Y
outlets.csv,75,OA0074,Status,blank,Status not recorded
outlets.csv,75,OA0074,Phone,coerced,'+91 79717 69686' -> stripped +91 prefix
outlets.csv,75,OA0074,Onboarded,coerced,'16/07/2019' parsed as %d/%m/%Y
outlets.csv,75,OA0074,Latitude,blank,Latitude not recorded
outlets.csv,75,OA0074,Longitude,blank,Longitude not recorded
outlets.csv,76,OA0075,Credit Days,blank,Credit terms not recorded
outlets.csv,77,OA0076,Town,coerced,'Nellai' -> Tirunelveli
outlets.csv,77,OA0076,Phone,coerced,'+91 69915 46615' -> stripped +91 prefix
outlets.csv,77,OA0076,Onboarded,coerced,'22/08/2023' parsed as %d/%m/%Y
outlets.csv,78,OA0077,Status,blank,Status not recorded
outlets.csv,78,OA0077,Credit Days,coerced,'30 days' -> 30
outlets.csv,78,OA0077,Onboarded,coerced,'17-Sep-23' parsed as %d-%b-%y
outlets.csv,79,OA0078,Onboarded,coerced,'19/03/2021' parsed as %d/%m/%Y
outlets.csv,80,OA0079,Onboarded,coerced,'15/08/2022' parsed as %d/%m/%Y
outlets.csv,81,OA0080,Phone,blank,No phone on file
outlets.csv,81,OA0080,Onboarded,coerced,'05/06/2023' parsed as %d/%m/%Y
outlets.csv,81,OA0080,Latitude,blank,Latitude not recorded
outlets.csv,81,OA0080,Longitude,blank,Longitude not recorded
outlets.csv,82,OA0081,Onboarded,coerced,'29/04/2024' parsed as %d/%m/%Y
outlets.csv,83,OA0082,Credit Days,blank,Credit terms not recorded
outlets.csv,83,OA0082,Phone,coerced,'+91 92949 29645' -> stripped +91 prefix
outlets.csv,83,OA0082,Onboarded,coerced,'05-Dec-21' parsed as %d-%b-%y
outlets.csv,84,OA0083,Status,coerced,'dormant' -> Dormant
outlets.csv,84,OA0083,Onboarded,coerced,'10/11/2022' parsed as %d/%m/%Y
outlets.csv,85,OA0084,Phone,coerced,
outlets.csv,85,OA0084,Latitude,blank,Latitude not recorded
outlets.csv,85,OA0084,Longitude,blank,Longitude not recorded
outlets.csv,87,OA0086,Credit Days,coerced,COD -> 0 credit days
outlets.csv,87,OA0086,Phone,coerced,
outlets.csv,87,OA0086,Onboarded,coerced,'28-Oct-22' parsed as %d-%b-%y
outlets.csv,88,OA0087,Onboarded,coerced,'05/08/2020' parsed as %d/%m/%Y
outlets.csv,89,OA0088,Status,coerced,'active' -> Active
outlets.csv,89,OA0088,Phone,blank,No phone on file
outlets.csv,89,OA0088,Onboarded,coerced,'11/01/2021' parsed as %d/%m/%Y
outlets.csv,90,OA0089,Status,coerced,'dormant' -> Dormant
outlets.csv,90,OA0089,Credit Days,coerced,'30 days' -> 30
outlets.csv,90,OA0089,Onboarded,coerced,'12/05/2024' parsed as %d/%m/%Y
outlets.csv,91,OA0090,Status,blank,Status not recorded
outlets.csv,91,OA0090,Phone,coerced,
outlets.csv,92,OA0091,Town,coerced,'Tanjore' -> Thanjavur
outlets.csv,92,OA0091,Credit Days,coerced,'30 days' -> 30
outlets.csv,92,OA0091,Onboarded,coerced,'04-Mar-21' parsed as %d-%b-%y
outlets.csv,93,OA0092,Phone,coerced,
outlets.csv,93,OA0092,Latitude,blank,Latitude not recorded
outlets.csv,93,OA0092,Longitude,blank,Longitude not recorded
outlets.csv,94,OA0093,Credit Days,blank,Credit terms not recorded
outlets.csv,94,OA0093,Onboarded,coerced,'24-Jul-24' parsed as %d-%b-%y
outlets.csv,94,OA0093,Latitude,blank,Latitude not recorded
outlets.csv,94,OA0093,Longitude,blank,Longitude not recorded
outlets.csv,95,OA0094,Credit Days,coerced,'30 days' -> 30
outlets.csv,95,OA0094,Phone,blank,No phone on file
outlets.csv,95,OA0094,Onboarded,coerced,'10/04/2020' parsed as %d/%m/%Y
outlets.csv,96,OA0095,Phone,blank,No phone on file
outlets.csv,96,OA0095,Onboarded,coerced,'05/09/2022' parsed as %d/%m/%Y
outlets.csv,97,OA0096,Status,coerced,'ACTIVE' -> Active
outlets.csv,97,OA0096,Onboarded,coerced,'07/01/2022' parsed as %d/%m/%Y
outlets.csv,98,OA0097,Credit Days,coerced,COD -> 0 credit days
outlets.csv,98,OA0097,Onboarded,coerced,'11/10/2022' parsed as %d/%m/%Y
outlets.csv,99,OA0098,Town,coerced,'Madras' -> Chennai
outlets.csv,100,OA0099,Credit Days,coerced,COD -> 0 credit days
outlets.csv,101,OA0100,Status,blank,Status not recorded
outlets.csv,101,OA0100,Onboarded,coerced,'24/09/2022' parsed as %d/%m/%Y
outlets.csv,101,OA0100,Latitude,blank,Latitude not recorded
outlets.csv,101,OA0100,Longitude,blank,Longitude not recorded
outlets.csv,102,OA0101,Onboarded,coerced,'06/05/2023' parsed as %d/%m/%Y
outlets.csv,103,OA0102,Phone,blank,No phone on file
outlets.csv,103,OA0102,Onboarded,coerced,'06/08/2024' parsed as %d/%m/%Y
outlets.csv,103,OA0102,Latitude,blank,Latitude not recorded
outlets.csv,103,OA0102,Longitude,blank,Longitude not recorded
outlets.csv,104,OA0103,Status,coerced,'active' -> Active
outlets.csv,104,OA0103,Phone,coerced,'919616447409' -> stripped +91 prefix
outlets.csv,104,OA0103,Onboarded,coerced,'31-May-20' parsed as %d-%b-%y
outlets.csv,105,OA0104,Status,coerced,'ACTIVE' -> Active
outlets.csv,105,OA0104,Onboarded,coerced,'28/07/2024' parsed as %d/%m/%Y
outlets.csv,106,OA0105,Status,coerced,'ACTIVE' -> Active
outlets.csv,106,OA0105,Credit Days,coerced,'30 days' -> 30
outlets.csv,106,OA0105,Phone,blank,No phone on file
outlets.csv,106,OA0105,Onboarded,coerced,'23/10/2021' parsed as %d/%m/%Y
outlets.csv,107,OA0106,Status,blank,Status not recorded
outlets.csv,107,OA0106,Phone,blank,No phone on file
outlets.csv,107,OA0106,Onboarded,coerced,'13/03/2024' parsed as %d/%m/%Y
outlets.csv,108,OA0107,Town,coerced,'CBE' -> Coimbatore
outlets.csv,108,OA0107,Onboarded,coerced,'11-May-24' parsed as %d-%b-%y
outlets.csv,109,OA0108,Credit Days,coerced,COD -> 0 credit days
outlets.csv,110,OA0109,Phone,coerced,
outlets.csv,110,OA0109,Onboarded,coerced,'23/06/2019' parsed as %d/%m/%Y
outlets.csv,110,OA0109,Latitude,blank,Latitude not recorded
outlets.csv,110,OA0109,Longitude,blank,Longitude not recorded
outlets.csv,111,OA0110,Status,coerced,'ACTIVE' -> Active
outlets.csv,111,OA0110,Credit Days,coerced,'30 days' -> 30
outlets.csv,111,OA0110,Onboarded,coerced,'22/08/2023' parsed as %d/%m/%Y
outlets.csv,112,OA0111,Credit Days,blank,Credit terms not recorded
outlets.csv,112,OA0111,Onboarded,coerced,'12-Oct-19' parsed as %d-%b-%y
outlets.csv,112,OA0111,Latitude,blank,Latitude not recorded
outlets.csv,112,OA0111,Longitude,blank,Longitude not recorded
outlets.csv,113,OA0112,Town,coerced,'Madras' -> Chennai
outlets.csv,113,OA0112,Credit Days,coerced,'30 days' -> 30
outlets.csv,113,OA0112,Onboarded,coerced,'23/02/2020' parsed as %d/%m/%Y
outlets.csv,114,OA0113,Town,coerced,'Cbe' -> Coimbatore
outlets.csv,114,OA0113,Status,coerced,'ACTIVE' -> Active
outlets.csv,114,OA0113,Onboarded,coerced,'05/02/2023' parsed as %d/%m/%Y
outlets.csv,114,OA0113,Latitude,blank,Latitude not recorded
outlets.csv,114,OA0113,Longitude,blank,Longitude not recorded
outlets.csv,115,OA0114,Status,blank,Status not recorded
outlets.csv,115,OA0114,Phone,blank,No phone on file
outlets.csv,115,OA0114,Onboarded,coerced,'29-Sep-20' parsed as %d-%b-%y
outlets.csv,116,OA0115,Credit Days,coerced,'30 days' -> 30
outlets.csv,117,OA0116,Town,coerced,'Tiruppur' -> Tirupur
outlets.csv,117,OA0116,Onboarded,coerced,'09/08/2019' parsed as %d/%m/%Y
outlets.csv,118,OA0117,Status,blank,Status not recorded
outlets.csv,119,OA0118,Town,coerced,'Tiruchirappalli' -> Trichy
outlets.csv,119,OA0118,Phone,coerced,
outlets.csv,119,OA0118,Onboarded,coerced,'29/09/2023' parsed as %d/%m/%Y
outlets.csv,119,OA0118,Latitude,blank,Latitude not recorded
outlets.csv,119,OA0118,Longitude,blank,Longitude not recorded
outlets.csv,120,OA0119,Onboarded,coerced,'01-Dec-19' parsed as %d-%b-%y
outlets.csv,121,OA0120,Town,coerced,'Cbe' -> Coimbatore
outlets.csv,121,OA0120,Onboarded,coerced,'07-May-23' parsed as %d-%b-%y
outlets.csv,123,OA0122,Town,coerced,'Madras' -> Chennai
outlets.csv,123,OA0122,Onboarded,coerced,'02-Jan-25' parsed as %d-%b-%y
outlets.csv,124,OA0123,Status,coerced,'ACTIVE' -> Active
outlets.csv,124,OA0123,Credit Days,coerced,COD -> 0 credit days
outlets.csv,124,OA0123,Onboarded,coerced,'02/05/2022' parsed as %d/%m/%Y
outlets.csv,125,OA0124,Town,coerced,'Tanjore' -> Thanjavur
outlets.csv,125,OA0124,Status,coerced,'active' -> Active
outlets.csv,125,OA0124,Credit Days,coerced,'30 days' -> 30
outlets.csv,125,OA0124,Phone,blank,No phone on file
outlets.csv,126,OA0125,Status,blank,Status not recorded
outlets.csv,126,OA0125,Onboarded,coerced,'13/06/2022' parsed as %d/%m/%Y
outlets.csv,127,OA0126,Phone,blank,No phone on file
outlets.csv,127,OA0126,Onboarded,coerced,'25/12/2024' parsed as %d/%m/%Y
outlets.csv,128,OA0127,Status,coerced,'ACTIVE' -> Active
outlets.csv,128,OA0127,Credit Days,blank,Credit terms not recorded
outlets.csv,128,OA0127,Onboarded,coerced,'21/12/2021' parsed as %d/%m/%Y
outlets.csv,129,OA0128,Onboarded,coerced,'16/02/2024' parsed as %d/%m/%Y
outlets.csv,130,OA0129,Phone,blank,No phone on file
outlets.csv,130,OA0129,Onboarded,coerced,'31/12/2019' parsed as %d/%m/%Y
outlets.csv,131,OA0130,Status,coerced,'ACTIVE' -> Active
outlets.csv,132,OA0131,Status,coerced,'active' -> Active
outlets.csv,133,OA0132,Town,coerced,'Tiruchirappalli' -> Trichy
outlets.csv,133,OA0132,Phone,coerced,'+91 60422 96990' -> stripped +91 prefix
outlets.csv,135,OA0134,Town,coerced,'Nellai' -> Tirunelveli
outlets.csv,135,OA0134,Status,coerced,'active' -> Active
outlets.csv,135,OA0134,Credit Days,blank,Credit terms not recorded
outlets.csv,135,OA0134,Onboarded,coerced,'16/04/2020' parsed as %d/%m/%Y
outlets.csv,136,OA0135,Status,coerced,'active' -> Active
outlets.csv,136,OA0135,Onboarded,coerced,'27/12/2024' parsed as %d/%m/%Y
outlets.csv,138,OA0137,Town,coerced,'Tiruppur' -> Tirupur
outlets.csv,138,OA0137,Status,coerced,'dormant' -> Dormant
outlets.csv,138,OA0137,Onboarded,coerced,'26-Aug-21' parsed as %d-%b-%y
outlets.csv,139,OA0138,Status,coerced,'ACTIVE' -> Active
outlets.csv,139,OA0138,Credit Days,coerced,COD -> 0 credit days
outlets.csv,140,OA0139,Onboarded,coerced,'13/02/2021' parsed as %d/%m/%Y
outlets.csv,141,OA0140,Town,coerced,'CBE' -> Coimbatore
outlets.csv,141,OA0140,Onboarded,coerced,'19/10/2019' parsed as %d/%m/%Y
outlets.csv,142,OA0141,Status,coerced,'ACTIVE' -> Active
outlets.csv,142,OA0141,Credit Days,blank,Credit terms not recorded
outlets.csv,142,OA0141,Onboarded,coerced,'28/12/2022' parsed as %d/%m/%Y
outlets.csv,143,OA0142,Phone,coerced,
outlets.csv,143,OA0142,Onboarded,coerced,'10/11/2022' parsed as %d/%m/%Y
outlets.csv,143,OA0142,Latitude,blank,Latitude not recorded
outlets.csv,143,OA0142,Longitude,blank,Longitude not recorded
outlets.csv,144,OA0143,Onboarded,coerced,'15/01/2021' parsed as %d/%m/%Y
outlets.csv,146,OA0145,Onboarded,coerced,'02/03/2023' parsed as %d/%m/%Y
outlets.csv,147,OA0146,Onboarded,coerced,'13/06/2019' parsed as %d/%m/%Y
outlets.csv,148,OA0147,Status,coerced,'active' -> Active
outlets.csv,148,OA0147,Credit Days,coerced,'30 days' -> 30
outlets.csv,148,OA0147,Onboarded,coerced,'12/06/2019' parsed as %d/%m/%Y
outlets.csv,149,OA0148,Status,coerced,'active' -> Active
outlets.csv,149,OA0148,Credit Days,coerced,'30 days' -> 30
outlets.csv,149,OA0148,Onboarded,coerced,'26/02/2025' parsed as %d/%m/%Y
outlets.csv,150,OA0149,Onboarded,coerced,'14/08/2019' parsed as %d/%m/%Y
outlets.csv,150,OA0149,Latitude,blank,Latitude not recorded
outlets.csv,150,OA0149,Longitude,blank,Longitude not recorded
outlets.csv,151,OA0150,Onboarded,coerced,'14/05/2021' parsed as %d/%m/%Y
outlets.csv,152,OA0151,Status,coerced,'dormant' -> Dormant
outlets.csv,152,OA0151,Credit Days,blank,Credit terms not recorded
outlets.csv,152,OA0151,Phone,blank,No phone on file
outlets.csv,153,OA0152,Credit Days,coerced,COD -> 0 credit days
outlets.csv,153,OA0152,Onboarded,coerced,'19/04/2023' parsed as %d/%m/%Y
outlets.csv,154,OA0153,Credit Days,blank,Credit terms not recorded
outlets.csv,154,OA0153,Onboarded,coerced,'29-Jan-24' parsed as %d-%b-%y
outlets.csv,155,OA0154,Credit Days,coerced,COD -> 0 credit days
outlets.csv,155,OA0154,Phone,blank,No phone on file
outlets.csv,156,OA0155,Onboarded,coerced,'15/11/2020' parsed as %d/%m/%Y
outlets.csv,157,OA0156,Status,coerced,'dormant' -> Dormant
outlets.csv,157,OA0156,Phone,coerced,
outlets.csv,157,OA0156,Onboarded,coerced,'21/08/2019' parsed as %d/%m/%Y
outlets.csv,158,OA0157,Onboarded,coerced,'29-Feb-20' parsed as %d-%b-%y
outlets.csv,159,OA0158,Status,coerced,'ACTIVE' -> Active
outlets.csv,159,OA0158,Phone,coerced,'+91 82899 29056' -> stripped +91 prefix
outlets.csv,159,OA0158,Onboarded,coerced,'27/10/2023' parsed as %d/%m/%Y
outlets.csv,159,OA0158,Latitude,blank,Latitude not recorded
outlets.csv,159,OA0158,Longitude,blank,Longitude not recorded
outlets.csv,160,OA0159,Credit Days,coerced,'30 days' -> 30
outlets.csv,160,OA0159,Onboarded,coerced,'25-Jun-19' parsed as %d-%b-%y
outlets.csv,160,OA0159,Latitude,blank,Latitude not recorded
outlets.csv,160,OA0159,Longitude,blank,Longitude not recorded
outlets.csv,161,OA0160,Status,coerced,'active' -> Active
outlets.csv,161,OA0160,Onboarded,coerced,'24/09/2021' parsed as %d/%m/%Y
outlets.csv,162,OA0161,Phone,coerced,'+91 60173 33779' -> stripped +91 prefix
outlets.csv,162,OA0161,Onboarded,coerced,'31/03/2020' parsed as %d/%m/%Y
outlets.csv,163,OA0162,Status,coerced,'dormant' -> Dormant
outlets.csv,163,OA0162,Phone,blank,No phone on file
outlets.csv,164,OA0163,Onboarded,coerced,'01/04/2023' parsed as %d/%m/%Y
outlets.csv,165,OA0164,Town,coerced,'Cbe' -> Coimbatore
outlets.csv,165,OA0164,Credit Days,blank,Credit terms not recorded
outlets.csv,165,OA0164,Onboarded,coerced,'22/05/2021' parsed as %d/%m/%Y
outlets.csv,166,OA0165,Status,coerced,'dormant' -> Dormant
